时间(s)	位移(mm)	轴向力1(N)	扭转力1(N.m)	气压(MPa)	轴向力2(N)	扭转力2(N.m)	轴向力3(N)	扭转力3(N.m)	
29.94540	240.10780	-0.36502	-0.00613	-0.00057	-0.86952	4.08799	0.55188	-0.00235	
30.04520	238.98030	-0.35538	-0.01598	-0.00069	-0.82680	3.91353	0.60383	0.00283	
30.24500	219.34610	-0.28021	0.00983	-0.00064	-0.77511	2.95100	0.59723	-0.01167	
30.34480	201.28950	-0.30935	0.00812	-0.00063	-0.84346	2.36229	0.54333	-0.01044	
30.44460	178.30400	-0.36596	-0.01464	-0.00076	-0.90491	1.77196	0.54017	0.00235	
30.54440	150.93660	-0.34760	-0.02106	-0.00052	-0.87240	1.18130	0.55155	0.00111	
30.64420	119.87130	-0.30763	-0.00490	-0.00054	-0.74618	0.63170	0.61227	-0.00968	
30.74400	85.86226	-0.27083	0.00641	-0.00069	-0.76829	0.20766	0.54585	-0.00325	
30.84380	49.74681	-0.29917	-0.00260	-0.00073	-0.89364	-0.12454	0.51044	0.00517	
30.94360	12.40721	-0.34258	-0.01681	-0.00077	-0.84338	-0.43593	0.54500	-0.00387	
31.04340	-25.22919	-0.33188	-0.01642	-0.00054	-0.78077	-0.67919	0.57662	-0.00956	
31.24300	-97.74190	-0.34110	-0.00628	-0.00074	-0.90730	-0.98078	0.54485	-0.00072	
31.34280	-130.83450	-0.33967	-0.01594	-0.00088	-0.83784	-1.12193	0.58097	0.00299	
31.44280	-160.71430	-0.31738	-0.00873	-0.00089	-0.75590	-1.25368	0.61617	-0.00273	
31.54260	-186.65480	-0.25534	0.01050	-0.00091	-0.76353	-1.33783	0.61038	-0.01228	
31.64240	-208.02920	-0.29184	0.00697	-0.00082	-0.83421	-1.37446	0.59751	-0.01003	
31.74220	-224.27960	-0.34697	-0.01554	-0.00089	-0.94211	-1.39687	0.54789	0.00235	
31.84200	-235.04040	-0.34774	-0.02070	-0.00076	-0.89570	-1.44351	0.57592	0.00030	
31.94180	-240.01760	-0.30940	-0.00426	-0.00063	-0.80875	-1.48205	0.63752	-0.01000	
32.04160	-238.92680	-0.30166	0.00629	-0.00055	-0.86131	-1.41817	0.53719	-0.00256	
32.24120	-219.73120	-0.30293	-0.01753	-0.00063	-0.81354	-1.21085	0.56310	-0.00452	
32.34100	-201.87210	-0.35505	-0.01617	-0.00054	-0.80472	-1.09856	0.56051	-0.01016	
32.44080	-179.07820	-0.33818	-0.00584	-0.00084	-0.82189	-0.93757	0.52716	-0.00873	
32.54080	-151.89050	-0.35356	-0.00668	-0.00080	-0.87097	-0.76225	0.51057	-0.00056	
32.64060	-120.96810	-0.36233	-0.01621	-0.00087	-0.82636	-0.60619	0.53103	0.00307	
32.74040	-87.07935	-0.34328	-0.00767	-0.00084	-0.81703	-0.44319	0.56620	-0.00333	
32.84020	-51.05507	-0.29668	0.01104	-0.00072	-0.82710	-0.21306	0.56813	-0.01215	
32.94000	-13.77523	-0.28546	0.00568	-0.00065	-0.88958	0.15205	0.51850	-0.00893	
33.03980	23.84448	-0.33605	-0.01685	-0.00037	-0.91943	0.63897	0.50947	0.00317	
33.23940	96.40486	-0.27769	-0.00309	-0.00066	-0.76239	1.61966	0.63553	-0.01034	
33.33920	129.57530	-0.27784	0.00621	-0.00046	-0.83896	2.16223	0.56483	-0.00159	
33.43900	159.56940	-0.34893	-0.00475	-0.00078	-0.89348	2.68257	0.51602	0.00464	
33.53880	185.64900	-0.37983	-0.01807	-0.00089	-0.82202	3.10903	0.54159	-0.00462	
33.63860	207.17130	-0.36921	-0.01558	-0.00078	-0.80635	3.49201	0.58477	-0.01008	
33.73860	223.60820	-0.35213	-0.00565	-0.00092	-0.82582	3.81646	0.53195	-0.00823	
33.83840	234.56760	-0.33533	-0.00766	-0.00092	-0.84906	4.02433	0.51261	-0.00026	
33.93820	239.76380	-0.35195	-0.01673	-0.00086	-0.78580	4.05664	0.56770	0.00260	
34.03800	239.07550	-0.30854	-0.00663	-0.00090	-0.70661	3.88789	0.58738	-0.00400	
34.23760	220.28640	-0.30464	0.00441	-0.00071	-0.79390	3.01505	0.50738	-0.00805	
34.33740	202.62650	-0.35401	-0.01801	-0.00083	-0.83058	2.42561	0.46112	0.00386	
34.43720	179.99830	-0.35734	-0.01943	-0.00092	-0.75169	1.78195	0.52605	-0.00115	
34.53700	152.95580	-0.30274	-0.00206	-0.00078	-0.70867	1.17511	0.59520	-0.01015	
34.63680	122.15780	-0.31136	0.00583	-0.00083	-0.76837	0.68788	0.54036	-0.00049	
34.73660	88.35899	-0.33376	-0.00552	-0.00075	-0.86569	0.26718	0.50177	0.00402	
34.83660	52.40375	-0.35242	-0.01830	-0.00061	-0.80040	-0.12443	0.53787	-0.00537	
34.93640	15.16122	-0.36511	-0.01517	-0.00076	-0.73961	-0.42521	0.58563	-0.01045	
35.03620	-22.46330	-0.34289	-0.00484	-0.00072	-0.81869	-0.64102	0.51648	-0.00808	
35.23580	-95.13528	-0.39580	-0.01654	-0.00085	-0.76640	-0.98836	0.56874	0.00267	
35.33560	-128.40880	-0.37403	-0.00534	-0.00047	-0.69865	-1.13811	0.56411	-0.00481	
35.43540	-158.53400	-0.33364	0.01189	-0.00049	-0.71165	-1.23834	0.56348	-0.01283	
35.53520	-184.75970	-0.36727	0.00297	-0.00031	-0.82503	-1.29518	0.51347	-0.00769	
35.63500	-206.47010	-0.44439	-0.01870	-0.00060	-0.89029	-1.34636	0.52597	0.00352	
35.73480	-223.09930	-0.41523	-0.01843	-0.00076	-0.78924	-1.42245	0.55036	-0.00190	
35.83460	-234.26020	-0.34242	-0.00099	-0.00085	-0.70035	-1.48104	0.61946	-0.01007	
35.93440	-239.67400	-0.34478	0.00588	-0.00062	-0.77320	-1.45454	0.59264	0.00052	
36.03420	-239.19760	-0.36935	-0.00686	-0.00077	-0.80581	-1.39290	0.51716	0.00388	
36.23400	-220.82430	-0.38709	-0.01435	-0.00083	-0.77945	-1.22544	0.54175	-0.01015	
36.33380	-203.36080	-0.33569	-0.00495	-0.00070	-0.82559	-1.08464	0.49412	-0.00763	
36.43360	-180.91080	-0.34222	-0.00897	-0.00069	-0.86205	-0.93197	0.49257	0.00072	
36.53340	-154.01160	-0.37392	-0.01696	-0.00085	-0.79898	-0.79653	0.55301	0.00247	
36.63320	-123.34220	-0.29828	-0.00381	-0.00068	-0.75036	-0.64508	0.57486	-0.00537	
36.73300	-89.64304	-0.27907	0.01224	-0.00072	-0.78192	-0.45028	0.57696	-0.01303	
36.83280	-53.73949	-0.30929	0.00117	-0.00078	-0.87039	-0.19769	0.49241	-0.00643	
36.93260	-16.52683	-0.36082	-0.01982	-0.00085	-0.89104	0.13873	0.46616	0.00397	
37.03240	21.09544	-0.36706	-0.01776	-0.00075	-0.80313	0.56228	0.53400	-0.00229	
37.23220	93.87333	-0.32645	0.00537	-0.00055	-0.78574	1.60303	0.47957	0.00130	
37.33200	127.23790	-0.37242	-0.00799	-0.00073	-0.84957	2.13685	0.45445	0.00353	
37.43180	157.49390	-0.39087	-0.01881	-0.00041	-0.79556	2.60822	0.49775	-0.00596	
37.53160	183.88780	-0.36276	-0.01358	-0.00051	-0.76414	3.05813	0.55598	-0.01027	
37.63140	205.76230	-0.34864	-0.00452	-0.00047	-0.81648	3.47471	0.52372	-0.00681	
37.73120	222.58700	-0.34064	-0.00996	-0.00064	-0.86261	3.79717	0.55402	0.00142	
37.83100	233.96070	-0.39104	-0.01698	-0.00072	-0.76620	3.97710	0.57705	0.00211	
37.93080	239.58310	-0.34053	-0.00228	-0.00094	-0.72819	4.02261	0.61359	-0.00590	
38.03060	239.32390	-0.33257	0.01289	-0.00068	-0.74292	3.90255	0.58041	-0.01341	
38.23020	221.36670	-0.42642	-0.02066	-0.00072	-0.86621	3.06364	0.48419	0.00448	
38.33000	204.09770	-0.39310	-0.01664	-0.00074	-0.76170	2.42809	0.52627	-0.00327	
38.43000	181.81120	-0.34198	0.00109	-0.00071	-0.73372	1.78541	0.57611	-0.00985	
38.52980	155.07830	-0.35326	0.00502	-0.00041	-0.82778	1.24547	0.50749	0.00274	
38.62960	124.52900	-0.39370	-0.00905	-0.00053	-0.89215	0.74020	0.45943	0.00300	
38.72940	90.92668	-0.43311	-0.01923	-0.00063	-0.80088	0.26826	0.51846	-0.00665	
38.82920	55.09053	-0.40872	-0.01280	-0.00018	-0.81626	-0.10337	0.50893	-0.01054	
38.92900	17.91161	-0.38921	-0.00432	-0.00051	-0.86456	-0.38048	0.48131	-0.00639	
39.02880	-19.71686	-0.37775	-0.01013	-0.00065	-0.89972	-0.61354	0.44451	0.00202	
39.22840	-92.59888	-0.33788	-0.00088	-0.00047	-0.76649	-1.00056	0.56786	-0.00660	
39.32820	-126.07050	-0.28359	0.01263	-0.00061	-0.78225	-1.11597	0.54772	-0.01324	
39.42800	-156.44940	-0.33971	-0.00220	-0.00049	-0.87530	-1.19217	0.48652	-0.00384	
39.52800	-182.98500	-0.39881	-0.02113	-0.00060	-0.88721	-1.27542	0.54198	0.00439	
39.62780	-205.04290	-0.37605	-0.01587	-0.00048	-0.81402	-1.38030	0.55679	-0.00430	
39.72760	-222.05920	-0.34018	0.00211	-0.00062	-0.77562	-1.45063	0.54427	-0.00976	
39.82740	-233.63710	-0.31940	0.00415	-0.00061	-0.88011	-1.44120	0.49063	0.00297	
39.92720	-239.47230	-0.34623	-0.01027	-0.00060	-0.86072	-1.43962	0.46782	0.00198	
40.02700	-239.30900	-0.37014	-0.01929	-0.00053	-0.78334	-1.42269	0.53442	-0.00741	
40.22660	-221.76900	-0.32551	-0.00443	-0.00061	-0.92658	-1.20693	0.53282	-0.00588	
40.32640	-204.70450	-0.34063	-0.01168	-0.00056	-0.93069	-1.08387	0.54006	0.00204	
40.42620	-182.61110	-0.35837	-0.01630	-0.00053	-0.82956	-0.97088	0.56897	0.00156	
40.52600	-156.03170	-0.32830	0.00039	-0.00058	-0.75101	-0.82871	0.54765	-0.00751	
40.62580	-125.63050	-0.28498	0.01231	-0.00046	-0.76226	-0.64284	0.55106	-0.01334	
40.72580	-92.14864	-0.32054	-0.00382	-0.00040	-0.85218	-0.42533	0.51149	-0.00355	
40.82560	-56.40239	-0.38260	-0.02186	-0.00060	-0.86446	-0.20754	0.51627	0.00396	
40.92540	-19.26506	-0.33847	-0.01419	-0.00054	-0.75791	0.06636	0.55174	-0.00555	
41.02520	18.32933	-0.31782	0.00312	-0.00058	-0.72249	0.49339	0.56314	-0.00924	
41.22480	91.27772	-0.35310	-0.01137	-0.00054	-0.85167	1.56503	0.45132	0.00101	
41.32460	124.82580	-0.34548	-0.01909	-0.00047	-0.85363	2.06035	0.50640	-0.00741	
41.42440	155.31760	-0.33707	-0.01115	-0.00052	-0.84914	2.56214	0.50620	-0.01063	
41.52420	182.00010	-0.30800	-0.00439	-0.00046	-0.89120	3.03851	0.47994	-0.00509	
41.62400	204.21610	-0.34565	-0.01224	-0.00017	-0.92957	3.43904	0.46520	0.00254	
41.72380	221.41270	-0.31744	-0.01535	-0.00107	-0.83897	3.73221	0.53057	0.00099	
41.82360	233.18930	-0.25536	0.00262	-0.00099	-0.81313	3.93330	0.53361	-0.00831	
41.92360	239.24050	-0.26205	0.01267	-0.00066	-0.82094	4.02708	0.48631	-0.01329	
42.02340	239.41440	-0.29108	-0.00523	-0.00038	-0.87479	3.94336	0.43994	-0.00226	
42.22300	222.30050	-0.31562	-0.01243	-0.00029	-0.80728	3.05099	0.56492	-0.00588	
42.32280	205.42680	-0.26881	0.00410	-0.00035	-0.75082	2.44280	0.57809	-0.00850	
42.42260	183.50220	-0.30648	0.00260	-0.00054	-0.81808	1.86659	0.51208	0.00408	
42.52240	157.08930	-0.35576	-0.01219	-0.00052	-0.82560	1.28670	0.45780	0.00012	
42.62220	126.80370	-0.36599	-0.01880	-0.00072	-0.79032	0.74629	0.55517	-0.00800	
42.72200	93.42201	-0.33218	-0.01004	-0.00051	-0.79299	0.30121	0.55092	-0.01070	
42.82180	57.73689	-0.33733	-0.00457	-0.00079	-0.85425	-0.05346	0.51059	-0.00460	
42.92160	20.64723	-0.36614	-0.01308	-0.00055	-0.84607	-0.35805	0.48570	0.00222	
43.02160	-16.94998	-0.33758	-0.01496	-0.00069	-0.77978	-0.62856	0.54483	0.00017	
43.22120	-89.99400	-0.27021	0.01188	-0.00055	-0.83406	-0.96913	0.50045	-0.01323	
43.32100	-123.64640	-0.32355	-0.00725	-0.00064	-0.91040	-1.06724	0.44036	-0.00143	
43.42080	-154.25830	-0.40083	-0.02237	-0.00054	-0.90797	-1.18297	0.46794	0.00345	
43.52060	-181.08980	-0.35041	-0.01156	-0.00036	-0.80640	-1.31433	0.54888	-0.00744	
43.62040	-203.48000	-0.29669	0.00467	-0.00068	-0.76166	-1.39198	0.52471	-0.00820	
43.72020	-220.87150	-0.29986	0.00170	-0.00072	-0.82353	-1.40231	0.46807	0.00437	
43.82000	-232.85400	-0.34218	-0.01356	-0.00058	-0.82747	-1.43782	0.48756	-0.00075	
43.91980	-239.11400	-0.35875	-0.01888	-0.00047	-0.80100	-1.46386	0.50964	-0.00841	
44.01960	-239.51270	-0.36011	-0.00942	-0.00055	-0.85976	-1.42346	0.49652	-0.01059	
44.21940	-222.81010	-0.37823	-0.01370	-0.00047	-0.88455	-1.21770	0.47375	0.00316	
44.31920	-206.13570	-0.33864	-0.01381	-0.00051	-0.80799	-1.12420	0.51312	0.00001	
44.41900	-184.39070	-0.29496	0.00551	-0.00059	-0.77392	-0.99427	0.54107	-0.00927	
44.51880	-158.12160	-0.28125	0.01096	-0.00036	-0.86454	-0.81762	0.50626	-0.01235	
44.61860	-127.97440	-0.33117	-0.00932	-0.00039	-0.89121	-0.61724	0.45463	-0.00018	
44.71840	-94.68092	-0.38019	-0.02203	-0.00038	-0.84472	-0.44296	0.51935	0.00325	
44.81820	-59.07280	-0.33871	-0.01004	-0.00060	-0.73863	-0.27385	0.58625	-0.00773	
44.91800	-22.01017	-0.29406	0.00544	-0.00043	-0.68610	0.02598	0.57489	-0.00658	
45.01780	15.58843	-0.32634	0.00096	-0.00047	-0.84051	0.49904	0.51121	0.00491	
45.21740	88.72285	-0.34301	-0.01795	-0.00055	-0.76239	1.49610	0.57634	-0.00861	
45.31720	122.46120	-0.31031	-0.00853	-0.00057	-0.80222	2.02390	0.52608	-0.01040	
45.41720	153.20470	-0.29917	-0.00486	-0.00060	-0.88653	2.54197	0.53380	-0.00277	
45.51700	180.18180	-0.34258	-0.01466	-0.00066	-0.87827	2.99134	0.51884	0.00327	
45.61680	202.75320	-0.35944	-0.01259	-0.00056	-0.81037	3.36673	0.61036	-0.00106	
45.71660	220.33380	-0.32853	0.00697	-0.00039	-0.81550	3.68814	0.60133	-0.01036	
45.81640	232.51800	-0.29859	0.01038	-0.00056	-0.91129	3.93484	0.52663	-0.01243	
45.91620	238.99950	-0.35238	-0.01107	-0.00059	-0.94501	4.05365	0.46588	0.00072	
46.01600	239.60880	-0.35604	-0.02236	-0.00047	-0.91657	3.94781	0.49833	0.00266	
46.21560	223.32650	-0.31117	0.00592	-0.00074	-0.78751	3.08540	0.53271	-0.00572	
46.31540	206.84120	-0.33037	-0.00063	-0.00054	-0.83012	2.52913	0.46169	0.00525	
46.41520	185.26420	-0.35359	-0.01548	-0.00059	-0.80372	1.90008	0.47958	-0.00265	
46.51500	159.16680	-0.33944	-0.01770	-0.00058	-0.75381	1.30290	0.55037	-0.00906	
46.61500	129.14510	-0.32444	-0.00751	-0.00049	-0.81541	0.79368	0.55418	-0.00977	
46.71480	95.95572	-0.32063	-0.00516	-0.00063	-0.86021	0.35768	0.52446	-0.00246	
46.81460	60.41793	-0.39724	-0.01524	-0.00049	-0.84975	-0.03479	0.54834	0.00306	
46.91440	23.39709	-0.36302	-0.01144	-0.00061	-0.75559	-0.36971	0.56868	-0.00211	
47.01420	-14.20156	-0.28527	0.00840	-0.00029	-0.73267	-0.61988	0.53453	-0.01125	
47.21380	-87.43386	-0.35102	-0.01255	-0.00058	-0.91464	-0.92174	0.49024	0.00122	
47.31360	-121.27700	-0.37442	-0.02130	-0.00044	-0.83689	-1.06936	0.51905	0.00159	
47.41340	-152.14130	-0.32689	-0.00658	-0.00061	-0.74086	-1.22175	0.57301	-0.00961	
47.51320	-179.26630	-0.31023	0.00638	-0.00083	-0.74253	-1.30484	0.54488	-0.00492	
47.61300	-202.00040	-0.31279	-0.00161	-0.00068	-0.84161	-1.34267	0.52389	0.00460	
47.71300	-219.77590	-0.37214	-0.01624	-0.00086	-0.79865	-1.41069	0.52120	-0.00360	
47.81280	-232.16750	-0.37154	-0.01750	-0.00090	-0.77298	-1.45468	0.59698	-0.00967	
47.91260	-238.85240	-0.34277	-0.00696	-0.00058	-0.80371	-1.44843	0.57411	-0.00970	
48.01240	-239.61710	-0.35194	-0.00581	-0.00055	-0.85499	-1.40141	0.55579	-0.00189	
48.21200	-223.74100	-0.33083	-0.00980	-0.00107	-0.74984	-1.25734	0.57841	-0.00271	
48.31180	-207.45570	-0.27047	0.00990	-0.00091	-0.71858	-1.13698	0.59185	-0.01149	
48.41160	-186.06920	-0.26889	0.00827	-0.00077	-0.83471	-0.97378	0.53665	-0.01104	
48.51140	-160.12390	-0.35367	-0.01389	-0.00044	-0.92688	-0.79478	0.50762	0.00192	
48.61120	-130.24610	-0.39351	-0.02125	-0.00058	-0.85287	-0.64597	0.49736	0.00084	
48.71100	-97.17192	-0.35000	-0.00527	-0.00056	-0.73937	-0.50388	0.55564	-0.00980	
48.81100	-61.72141	-0.31058	0.00609	-0.00066	-0.72032	-0.28339	0.48723	-0.00377	
48.91080	-24.75174	-0.33505	-0.00256	-0.00091	-0.83582	0.03985	0.44993	0.00479	
49.01060	12.82128	-0.36835	-0.01673	-0.00073	-0.83713	0.44367	0.49221	-0.00370	
49.21020	86.11862	-0.34459	-0.00629	-0.00062	-0.80149	1.46815	0.55879	-0.00938	
49.31000	120.03870	-0.34922	-0.00646	-0.00038	-0.84066	2.00170	0.53069	-0.00123	
49.40980	151.01700	-0.36657	-0.01624	-0.00052	-0.79877	2.48394	0.58421	0.00315	
49.50960	178.28350	-0.36522	-0.00881	-0.00080	-0.71399	2.91770	0.62481	-0.00276	
49.60940	201.18800	-0.28660	0.01037	-0.00072	-0.71969	3.32593	0.61052	-0.01166	
49.70920	219.14200	-0.31548	0.00690	-0.00100	-0.80402	3.68736	0.52815	-0.01013	
49.80900	231.72610	-0.37103	-0.01608	-0.00085	-0.85149	3.94200	0.49448	0.00220	
49.90880	238.63400	-0.36475	-0.02087	-0.00050	-0.79825	4.02016	0.51606	0.00009	
50.00880	239.69010	-0.33992	-0.00440	-0.00071	-0.71714	3.90915	0.59701	-0.01019	
50.20840	224.24560	-0.35346	-0.00388	-0.00050	-0.80966	3.15954	0.54666	0.00472	
50.30820	208.14890	-0.36576	-0.01765	-0.00053	-0.72850	2.54674	0.54095	-0.00440	
50.40800	186.93950	-0.34558	-0.01597	-0.00051	-0.72564	1.92502	0.60231	-0.00993	
50.50780	161.15300	-0.37355	-0.00569	-0.00057	-0.78322	1.35799	0.56215	-0.00897	
50.60760	131.41140	-0.36543	-0.00687	-0.00044	-0.79018	0.84914	0.53703	-0.00090	
50.70740	98.43709	-0.37251	-0.01668	-0.00041	-0.75919	0.37020	0.55107	0.00299	
50.80720	63.04969	-0.31691	-0.00754	-0.00048	-0.71090	-0.04085	0.52745	-0.00368	
50.90700	26.12620	-0.27916	0.01105	-0.00047	-0.70862	-0.34939	0.53676	-0.01247	
51.00680	-11.44643	-0.31604	0.00536	-0.00052	-0.81089	-0.56997	0.50952	-0.00906	
51.20660	-84.82717	-0.39474	-0.01980	-0.00045	-0.84566	-0.93566	0.52260	-0.00030	
51.30640	-118.83650	-0.35182	-0.00287	-0.00039	-0.73635	-1.10451	0.58202	-0.01004	
51.40620	-149.93880	-0.32023	0.00596	-0.00065	-0.77426	-1.19424	0.56428	-0.00140	
51.50600	-177.35450	-0.34489	-0.00460	-0.00048	-0.83043	-1.26281	0.51108	0.00453	
51.60580	-200.42230	-0.38614	-0.01806	-0.00058	-0.79405	-1.35890	0.54333	-0.00499	
51.70560	-218.56950	-0.35607	-0.01552	-0.00083	-0.80948	-1.41881	0.57195	-0.01014	
51.80540	-231.36580	-0.33117	-0.00534	-0.00062	-0.85553	-1.43202	0.52514	-0.00838	
51.90520	-238.47000	-0.30841	-0.00748	-0.00060	-0.90588	-1.42818	0.53605	0.00013	
52.00500	-239.77530	-0.32759	-0.01680	-0.00059	-0.85535	-1.42930	0.56968	0.00291	
52.20460	-224.73040	-0.25201	0.01174	-0.00083	-0.79713	-1.26332	0.55209	-0.01264	
52.30440	-208.82710	-0.30814	0.00347	-0.00056	-0.87374	-1.11065	0.51882	-0.00818	
52.40440	-187.79980	-0.42898	-0.01807	-0.00054	-0.94951	-0.95856	0.52545	0.00345	
52.50420	-162.17030	-0.40189	-0.01900	-0.00056	-0.86744	-0.83477	0.56283	-0.00136	
52.60400	-132.55200	-0.31668	-0.00135	-0.00053	-0.76889	-0.70134	0.59375	-0.01042	
52.70380	-99.68809	-0.27833	0.00577	-0.00054	-0.79625	-0.49372	0.52672	-0.00038	
52.80360	-64.38125	-0.29457	-0.00591	-0.00061	-0.86151	-0.26935	0.50067	0.00378	
52.90340	-27.48616	-0.35559	-0.01843	-0.00047	-0.81899	-0.01111	0.53499	-0.00554	
53.00320	10.06980	-0.35026	-0.01458	-0.00048	-0.78238	0.39690	0.55802	-0.01066	
53.20280	83.54861	-0.39500	-0.00818	-0.00057	-0.86706	1.44296	0.51957	0.00030	
53.30260	117.64610	-0.40675	-0.01664	-0.00060	-0.83463	1.93571	0.56253	0.00236	
53.40240	148.86070	-0.35551	-0.00463	-0.00047	-0.78496	2.41243	0.61805	-0.00462	
53.50240	176.42370	-0.30125	0.01260	-0.00042	-0.80087	2.88222	0.57031	-0.01279	
53.60220	199.67250	-0.31552	0.00223	-0.00060	-0.88584	3.32529	0.49836	-0.00701	
53.70200	218.00240	-0.35728	-0.01933	-0.00082	-0.89962	3.67827	0.48458	0.00396	
53.80180	230.99080	-0.38372	-0.01816	-0.00072	-0.83711	3.88759	0.55040	-0.00192	
53.90160	238.32880	-0.33652	-0.00031	-0.00094	-0.77379	3.97199	0.61444	-0.01043	
54.00140	239.82990	-0.31602	0.00592	-0.00081	-0.82915	3.95133	0.55971	0.00051	
54.20100	225.21450	-0.37759	-0.01870	-0.00049	-0.80793	3.17320	0.56993	-0.00579	
54.30080	209.50470	-0.36379	-0.01381	-0.00054	-0.84923	2.58092	0.57075	-0.01030	
54.40060	188.65480	-0.35618	-0.00451	-0.00049	-0.85833	1.99178	0.52857	-0.00744	
54.50040	163.18230	-0.37730	-0.00936	-0.00049	-0.86837	1.41317	0.52129	0.00073	
54.60040	133.70960	-0.38233	-0.01677	-0.00059	-0.81164	0.86017	0.55779	0.00215	
54.70020	100.95200	-0.33202	-0.00281	-0.00043	-0.71988	0.37485	0.55221	-0.00571	
54.80000	65.71082	-0.30891	0.01267	-0.00037	-0.78240	-0.00681	0.51263	-0.01302	
54.89980	28.86712	-0.36943	0.00079	-0.00051	-0.89273	-0.29157	0.47799	-0.00589	
54.99960	-8.68665	-0.42389	-0.02001	-0.00051	-0.90275	-0.53468	0.48435	0.00400	
55.09940	-46.02791	-0.41818	-0.01682	-0.00077	-0.80023	-0.77049	0.51957	-0.00310	
55.29900	-116.44150	-0.33668	0.00535	-0.00068	-0.84786	-1.06144	0.49212	0.00199	
55.39880	-147.77640	-0.38351	-0.00848	-0.00048	-0.87767	-1.16332	0.49861	0.00290	
55.49860	-175.48390	-0.38158	-0.01891	-0.00055	-0.77040	-1.28237	0.58538	-0.00631	
55.59840	-198.89470	-0.38156	-0.01297	-0.00061	-0.79538	-1.35754	0.57145	-0.01046	
55.69820	-217.41620	-0.35010	-0.00452	-0.00047	-0.85469	-1.39032	0.49516	-0.00698	
55.79800	-230.61760	-0.35810	-0.00996	-0.00065	-0.85557	-1.41654	0.46376	0.00156	
55.89800	-238.14590	-0.38242	-0.01662	-0.00049	-0.79916	-1.45362	0.54126	0.00206	
55.99780	-239.84920	-0.31698	-0.00175	-0.00060	-0.78208	-1.45628	0.55690	-0.00647	
56.09760	-235.51710	-0.34325	0.01286	-0.00039	-0.80826	-1.35898	0.54520	-0.01351	
56.29720	-210.11070	-0.39944	-0.02087	-0.00038	-0.93943	-1.10470	0.45708	0.00426	
56.39700	-189.45080	-0.38489	-0.01592	-0.00063	-0.85466	-1.00649	0.54504	-0.00361	
56.49680	-164.14510	-0.33404	0.00190	-0.00066	-0.80015	-0.87936	0.54021	-0.00953	
56.59660	-134.79990	-0.29502	0.00473	-0.00063	-0.83469	-0.67628	0.46392	0.00276	
56.69640	-102.16330	-0.34057	-0.00984	-0.00053	-0.81667	-0.48912	0.44080	0.00240	
56.79620	-67.01028	-0.37067	-0.01885	-0.00057	-0.72137	-0.31322	0.54588	-0.00698	
56.89600	-30.21914	-0.35069	-0.01203	-0.00066	-0.75142	-0.03820	0.57283	-0.01041	
56.99600	7.31169	-0.30719	-0.00438	-0.00067	-0.85134	0.38672	0.52717	-0.00595	
57.09580	44.66560	-0.33778	-0.01083	-0.00078	-0.86097	0.88489	0.50196	0.00179	
57.29540	115.20530	-0.34002	0.00034	-0.00054	-0.70887	1.87116	0.55794	-0.00654	
57.39520	146.65080	-0.29944	0.01304	-0.00061	-0.76376	2.38447	0.50255	-0.01307	
57.49500	174.50140	-0.34949	-0.00268	-0.00054	-0.88102	2.88127	0.49878	-0.00347	
57.59480	198.07340	-0.39871	-0.02149	-0.00051	-0.89345	3.29908	0.51762	0.00439	
57.69460	216.77960	-0.35872	-0.01456	-0.00060	-0.78452	3.60706	0.56684	-0.00468	
57.79440	230.16450	-0.32885	0.00273	-0.00063	-0.74262	3.83663	0.55339	-0.00941	
57.89420	237.92270	-0.31396	0.00389	-0.00046	-0.85057	3.99913	0.47271	0.00371	
57.99400	239.86740	-0.35781	-0.01070	-0.00061	-0.84965	3.97094	0.44118	0.00135	
58.09400	235.78660	-0.40294	-0.01932	-0.00043	-0.76049	3.64877	0.53998	-0.00743	
58.29360	210.77830	-0.37618	-0.00451	-0.00035	-0.80890	2.64689	0.53558	-0.00531	
58.39340	190.29620	-0.38918	-0.01164	-0.00054	-0.82996	2.04081	0.50089	0.00230	
58.49320	165.15160	-0.38568	-0.01571	-0.00057	-0.74958	1.42176	0.49644	0.00075	
58.59300	135.95230	-0.32407	0.00205	-0.00039	-0.69526	0.87457	0.49685	-0.00815	
58.69280	103.41390	-0.32984	0.01257	-0.00047	-0.77410	0.42201	0.45796	-0.01339	
58.79260	68.33978	-0.40509	-0.00487	-0.00050	-0.84151	0.05748	0.46067	-0.00258	
58.89240	31.58997	-0.44602	-0.02181	-0.00045	-0.81334	-0.26433	0.48729	0.00407	
58.99220	-5.93820	-0.34469	-0.01292	-0.00035	-0.72585	-0.56148	0.24882	-0.00585	
59.09200	-43.31091	-0.33447	0.00353	-0.00035	-0.71033	-0.78088	0.53761	-0.00889	
59.29180	-113.98720	-0.37085	-0.01195	-0.00041	-0.84506	-1.04421	0.41658	0.00039	
59.39160	-145.55170	-0.36508	-0.01864	-0.00061	-0.81817	-1.18110	0.48546	-0.00838	
59.49140	-173.54060	-0.35602	-0.01013	-0.00066	-0.74845	-1.27095	0.51712	-0.01096	
59.59120	-197.28300	-0.33496	-0.00436	-0.00071	-0.80332	-1.32503	0.45047	-0.00496	
59.69100	-216.17880	-0.36220	-0.01278	-0.00058	-0.80031	-1.38153	0.47850	0.00212	
59.79080	-229.77680	-0.35774	-0.01491	-0.00080	-0.74567	-1.44499	0.49264	0.00006	
